[2026-08-16T18:33:10.264731+00:00] ALERT for batch_id=8: Tomato batch #8: Medium risk (56.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 18.02/kg).
[2026-08-22T18:23:22.151865+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:23:24.766097+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:23:24.812609+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:23:24.824921+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:24:02.359805+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:24:05.714571+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:24:05.739486+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:24:05.823798+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:24:07.148834+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:25:03.671065+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:27:06.319808+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:27:09.792317+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:27:09.822688+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:27:09.937034+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:27:11.284315+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:27:19.671167+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:27:22.975583+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:27:23.119975+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:27:23.146343+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:27:24.620389+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:37:28.061919+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:37:32.637591+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:37:32.822196+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:37:32.895800+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:39:15.265172+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:39:20.107985+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:39:20.112774+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:39:20.212816+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:41:16.827196+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:41:23.122290+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:41:23.125385+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:41:23.214378+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:41:26.491256+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:41:38.122416+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:41:55.595747+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:42:00.125255+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:42:09.417304+00:00] ALERT for batch_id=89: Mango batch #89: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T18:42:12.105469+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:43:42.636246+00:00] ALERT for batch_id=89: Mango batch #89: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T18:43:48.633772+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:43:48.696641+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:43:48.772674+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:43:56.984730+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:44:14.019920+00:00] ALERT for batch_id=89: Mango batch #89: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T18:44:20.238711+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:44:20.249448+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:44:20.294611+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:44:22.952027+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:51:12.980227+00:00] ALERT for batch_id=90: Tomato batch #90: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:51:20.862915+00:00] ALERT for batch_id=90: Tomato batch #90: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:51:23.516815+00:00] ALERT for batch_id=89: Mango batch #89: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T18:51:25.374890+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:51:25.487321+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:51:27.123746+00:00] ALERT for batch_id=86: Tomato batch #86: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:57:20.898109+00:00] ALERT for batch_id=91: Tomato batch #91: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:57:28.461075+00:00] ALERT for batch_id=91: Tomato batch #91: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:57:31.405623+00:00] ALERT for batch_id=89: Mango batch #89: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T18:57:32.863064+00:00] ALERT for batch_id=90: Tomato batch #90: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:57:33.008892+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:57:34.704860+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:57:43.686586+00:00] ALERT for batch_id=91: Tomato batch #91: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:57:46.647944+00:00] ALERT for batch_id=89: Mango batch #89: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T18:57:47.860428+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T18:57:47.966649+00:00] ALERT for batch_id=90: Tomato batch #90: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:57:49.415428+00:00] ALERT for batch_id=87: Tomato batch #87: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:59:16.262308+00:00] ALERT for batch_id=91: Tomato batch #91: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T18:59:32.207392+00:00] ALERT for batch_id=92: Tomato batch #92: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T19:00:03.795122+00:00] ALERT for batch_id=92: Tomato batch #92: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T19:00:07.711170+00:00] ALERT for batch_id=89: Mango batch #89: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T19:00:09.482798+00:00] ALERT for batch_id=91: Tomato batch #91: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:00:09.635843+00:00] ALERT for batch_id=90: Tomato batch #90: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:00:12.008120+00:00] ALERT for batch_id=88: Onion batch #88: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T19:18:47.023725+00:00] ALERT for batch_id=92: Tomato batch #92: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T19:19:27.683789+00:00] ALERT for batch_id=93: Tomato batch #93: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:19:35.021847+00:00] ALERT for batch_id=93: Tomato batch #93: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:19:37.255594+00:00] ALERT for batch_id=89: Mango batch #89: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T19:19:46.050349+00:00] ALERT for batch_id=93: Tomato batch #93: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:19:48.134883+00:00] ALERT for batch_id=89: Mango batch #89: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T19:21:35.657673+00:00] ALERT for batch_id=93: Tomato batch #93: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:21:37.727741+00:00] ALERT for batch_id=89: Mango batch #89: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T19:22:52.890498+00:00] ALERT for batch_id=93: Tomato batch #93: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:22:57.804658+00:00] ALERT for batch_id=93: Tomato batch #93: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:22:59.272117+00:00] ALERT for batch_id=94: Tomato batch #94: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:30:00.353258+00:00] ALERT for batch_id=95: Tomato batch #95: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:30:09.574351+00:00] ALERT for batch_id=95: Tomato batch #95: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:30:12.696900+00:00] ALERT for batch_id=94: Tomato batch #94: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:31:05.165637+00:00] ALERT for batch_id=96: Tomato batch #96: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:40:01.598513+00:00] ALERT for batch_id=97: Tomato batch #97: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:40:05.938059+00:00] ALERT for batch_id=97: Tomato batch #97: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:42:58.368385+00:00] ALERT for batch_id=98: Tomato batch #98: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:43:06.281927+00:00] ALERT for batch_id=98: Tomato batch #98: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:44:49.436915+00:00] ALERT for batch_id=99: Tomato batch #99: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:44:58.135524+00:00] ALERT for batch_id=99: Tomato batch #99: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:46:36.399870+00:00] ALERT for batch_id=100: Tomato batch #100: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T19:59:17.089404+00:00] ALERT for batch_id=101: Tomato batch #101: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T20:00:17.192101+00:00] ALERT for batch_id=102: Potato batch #102: Medium risk (43.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:07:18.172021+00:00] ALERT for batch_id=104: Potato batch #104: Low risk (23.7/100). Recommended: Nashik APMC Mandi (34.7 km, Rs 14.51/kg).
[2026-08-22T20:08:37.082170+00:00] ALERT for batch_id=105: Potato batch #105: Low risk (23.7/100). Recommended: Nashik APMC Mandi (34.7 km, Rs 14.51/kg).
[2026-08-22T20:08:57.703277+00:00] ALERT for batch_id=106: Potato batch #106: Low risk (33.1/100). Recommended: Nashik APMC Mandi (34.7 km, Rs 14.51/kg).
[2026-08-22T20:09:21.427200+00:00] ALERT for batch_id=107: Potato batch #107: Medium risk (41.4/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:09:39.373595+00:00] ALERT for batch_id=108: Potato batch #108: Medium risk (44.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:09:54.845338+00:00] ALERT for batch_id=109: Potato batch #109: Medium risk (44.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:10:11.278238+00:00] ALERT for batch_id=110: Potato batch #110: Medium risk (45.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:18:02.573445+00:00] ALERT for batch_id=110: Potato batch #110: High risk (50.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:18:15.082470+00:00] ALERT for batch_id=110: Potato batch #110: High risk (50.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:18:18.779967+00:00] ALERT for batch_id=108: Potato batch #108: Medium risk (49.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:18:18.862536+00:00] ALERT for batch_id=109: Potato batch #109: Medium risk (49.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:18:18.905088+00:00] ALERT for batch_id=107: Potato batch #107: Medium risk (45.5/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:19:42.051671+00:00] ALERT for batch_id=111: Tomato batch #111: High risk (69.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T20:20:17.717882+00:00] ALERT for batch_id=112: Tomato batch #112: High risk (53.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T20:20:34.517385+00:00] ALERT for batch_id=113: Tomato batch #113: Low risk (30.1/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T20:21:10.908110+00:00] ALERT for batch_id=113: Tomato batch #113: Low risk (30.1/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T20:21:14.074784+00:00] ALERT for batch_id=112: Tomato batch #112: High risk (53.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T20:21:14.306556+00:00] ALERT for batch_id=110: Potato batch #110: High risk (50.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:21:14.318552+00:00] ALERT for batch_id=111: Tomato batch #111: High risk (69.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T20:21:17.218701+00:00] ALERT for batch_id=109: Potato batch #109: Medium risk (49.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:39:34.430834+00:00] ALERT for batch_id=113: Tomato batch #113: Low risk (30.1/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T20:39:37.667279+00:00] ALERT for batch_id=111: Tomato batch #111: High risk (69.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T20:39:37.761139+00:00] ALERT for batch_id=112: Tomato batch #112: High risk (53.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T20:39:37.826556+00:00] ALERT for batch_id=110: Potato batch #110: High risk (50.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:39:40.778263+00:00] ALERT for batch_id=109: Potato batch #109: Medium risk (49.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:39:48.030909+00:00] ALERT for batch_id=113: Tomato batch #113: Low risk (30.1/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T20:39:51.207485+00:00] ALERT for batch_id=111: Tomato batch #111: High risk (69.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T20:39:51.419534+00:00] ALERT for batch_id=112: Tomato batch #112: High risk (53.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T20:39:51.423778+00:00] ALERT for batch_id=110: Potato batch #110: High risk (50.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T20:39:54.134895+00:00] ALERT for batch_id=109: Potato batch #109: Medium risk (49.0/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
